CELL_ID,PC_1,PC_2,PC_3,UMAP_1,UMAP_2,UMAP_3,CLUSTER,STAGE_LR,STAGE_HR,STRAIN,DAY,HOST
X33946_6_128_sorted.BAM,NA,NA,NA,-3.834180502,-1.048614926,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_129_sorted.BAM,NA,NA,NA,-8.498031763,-1.420460827,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_130_sorted.BAM,NA,NA,NA,-5.026055482,-10.23192937,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_133_sorted.BAM,NA,NA,NA,-7.159943727,-3.00986845,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_134_sorted.BAM,NA,NA,NA,-0.453690437,-8.655802793,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_136_sorted.BAM,NA,NA,NA,-11.19796577,5.726228647,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_138_sorted.BAM,NA,NA,NA,-5.73860946,2.401410036,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_139_sorted.BAM,NA,NA,NA,-6.955800203,-6.576956339,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_140_sorted.BAM,NA,NA,NA,-12.16006294,-6.142520971,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_142_sorted.BAM,NA,NA,NA,-12.87489143,11.32327264,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_144_sorted.BAM,NA,NA,NA,-6.049176839,-9.678592748,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_145_sorted.BAM,NA,NA,NA,-3.719981817,9.216183596,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_146_sorted.BAM,NA,NA,NA,-10.45689025,2.633480482,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_147_sorted.BAM,NA,NA,NA,-11.80724826,-1.073622532,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_148_sorted.BAM,NA,NA,NA,-6.120136407,-4.920429058,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_149_sorted.BAM,NA,NA,NA,-6.350113538,8.712830477,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_150_sorted.BAM,NA,NA,NA,-8.281806139,3.377210551,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_151_sorted.BAM,NA,NA,NA,-4.439684061,-1.628629155,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_152_sorted.BAM,NA,NA,NA,-6.230258611,-7.333535261,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_153_sorted.BAM,NA,NA,NA,-3.251446394,9.797304087,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_154_sorted.BAM,NA,NA,NA,-11.8840076,4.930672102,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_155_sorted.BAM,NA,NA,NA,0.723204109,-10.62053115,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_156_sorted.BAM,NA,NA,NA,-8.037968782,0.365389996,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_157_sorted.BAM,NA,NA,NA,-11.22766223,11.99855416,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_159_sorted.BAM,NA,NA,NA,-11.75046077,-5.484199829,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_160_sorted.BAM,NA,NA,NA,-0.235739616,-7.064618177,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_162_sorted.BAM,NA,NA,NA,-8.965295938,-0.36737997,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_163_sorted.BAM,NA,NA,NA,0.431800636,-8.627655096,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_164_sorted.BAM,NA,NA,NA,0.617568108,-10.08211905,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_166_sorted.BAM,NA,NA,NA,-7.373970178,1.40613287,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_167_sorted.BAM,NA,NA,NA,-6.385406641,-5.586917944,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_170_sorted.BAM,NA,NA,NA,-11.90476623,0.86209672,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_171_sorted.BAM,NA,NA,NA,-5.859846262,2.142670088,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_172_sorted.BAM,NA,NA,NA,-9.270253328,-2.828853197,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_173_sorted.BAM,NA,NA,NA,0.998157414,-11.50633819,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_174_sorted.BAM,NA,NA,NA,-7.419966844,0.782264166,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_175_sorted.BAM,NA,NA,NA,1.144617396,-10.06593806,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_177_sorted.BAM,NA,NA,NA,-14.64674487,-1.122107095,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_179_sorted.BAM,NA,NA,NA,-13.22893062,10.80174821,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_180_sorted.BAM,NA,NA,NA,-10.42074218,8.311848574,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_181_sorted.BAM,NA,NA,NA,-3.750721601,6.675004893,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_182_sorted.BAM,NA,NA,NA,-11.37465015,-6.577048845,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_183_sorted.BAM,NA,NA,NA,-7.221608308,0.189135008,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_184_sorted.BAM,NA,NA,NA,-11.25757804,-6.248059816,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_185_sorted.BAM,NA,NA,NA,-14.63772216,3.288631373,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_186_sorted.BAM,NA,NA,NA,-7.373627809,-0.31017024,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_187_sorted.BAM,NA,NA,NA,-7.857301859,-4.395424909,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_188_sorted.BAM,NA,NA,NA,-1.561491159,10.69528478,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_190_sorted.BAM,NA,NA,NA,-1.557941345,-9.45509202,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_191_sorted.BAM,NA,NA,NA,-6.435818819,-2.622414164,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_192_sorted.BAM,NA,NA,NA,-12.4393827,-5.358699627,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_193_sorted.BAM,NA,NA,NA,-0.909412054,-6.27193243,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_194_sorted.BAM,NA,NA,NA,-12.62635436,-1.662520118,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_198_sorted.BAM,NA,NA,NA,-9.237015871,-8.48406703,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_199_sorted.BAM,NA,NA,NA,-7.96681991,-5.873277015,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_200_sorted.BAM,NA,NA,NA,-9.315437463,-1.908727236,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_201_sorted.BAM,NA,NA,NA,-10.30193725,-0.741768546,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_202_sorted.BAM,NA,NA,NA,-2.388321546,-9.606443472,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_203_sorted.BAM,NA,NA,NA,-10.70926967,8.716902666,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_205_sorted.BAM,NA,NA,NA,-12.27926555,10.2482137,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_206_sorted.BAM,NA,NA,NA,-7.786093858,-6.467675752,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_207_sorted.BAM,NA,NA,NA,-9.314603952,3.18166297,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_209_sorted.BAM,NA,NA,NA,-8.386048463,10.91594594,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_210_sorted.BAM,NA,NA,NA,-11.36575046,-0.792049117,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_211_sorted.BAM,NA,NA,NA,-8.548456338,-7.056939192,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_212_sorted.BAM,NA,NA,NA,-12.27770343,4.632883482,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_213_sorted.BAM,NA,NA,NA,1.285297862,-7.562289305,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_214_sorted.BAM,NA,NA,NA,-7.285506395,-5.072788543,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_215_sorted.BAM,NA,NA,NA,-12.35957923,0.113311701,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_216_sorted.BAM,NA,NA,NA,-2.94597545,5.316483908,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_217_sorted.BAM,NA,NA,NA,-3.277393011,10.23315614,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_218_sorted.BAM,NA,NA,NA,-12.03963676,5.540442877,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_219_sorted.BAM,NA,NA,NA,-8.063336519,-7.433300085,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_220_sorted.BAM,NA,NA,NA,-10.97566429,-6.099888391,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_221_sorted.BAM,NA,NA,NA,-13.87567535,2.428128176,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_222_sorted.BAM,NA,NA,NA,-6.289186147,-7.31283719,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_223_sorted.BAM,NA,NA,NA,-11.35330978,6.334359102,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_224_sorted.BAM,NA,NA,NA,-3.579743532,6.394687586,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_226_sorted.BAM,NA,NA,NA,1.174416276,-9.048122949,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_227_sorted.BAM,NA,NA,NA,-10.41461673,-4.072710223,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_228_sorted.BAM,NA,NA,NA,-7.532608179,-8.224290914,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_229_sorted.BAM,NA,NA,NA,-8.714727548,4.215320044,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_230_sorted.BAM,NA,NA,NA,-5.892400888,-5.775796003,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_231_sorted.BAM,NA,NA,NA,-8.369916109,-4.280265279,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_234_sorted.BAM,NA,NA,NA,-8.879895357,1.275957041,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_235_sorted.BAM,NA,NA,NA,-11.54435554,-6.158482141,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_236_sorted.BAM,NA,NA,NA,-7.766794351,-5.214470691,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_237_sorted.BAM,NA,NA,NA,-11.66666618,-2.714856363,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_238_sorted.BAM,NA,NA,NA,-11.46980014,1.729083948,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_239_sorted.BAM,NA,NA,NA,-6.005591062,-2.562697894,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_241_sorted.BAM,NA,NA,NA,-9.439625887,3.45672267,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_242_sorted.BAM,NA,NA,NA,-9.08585563,-2.596693865,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_243_sorted.BAM,NA,NA,NA,-10.93000903,-3.743419714,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_244_sorted.BAM,NA,NA,NA,-9.639091638,5.451056891,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_245_sorted.BAM,NA,NA,NA,-6.597216753,10.34343999,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_246_sorted.BAM,NA,NA,NA,-7.086400179,-5.100395984,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_247_sorted.BAM,NA,NA,NA,-6.037269262,2.723088675,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_248_sorted.BAM,NA,NA,NA,-7.082706598,-2.567727096,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_249_sorted.BAM,NA,NA,NA,-13.39976039,10.54094308,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_250_sorted.BAM,NA,NA,NA,-10.10727516,4.19599288,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_251_sorted.BAM,NA,NA,NA,-9.188243059,-4.114512391,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_252_sorted.BAM,NA,NA,NA,-5.562804845,9.267507487,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_253_sorted.BAM,NA,NA,NA,-6.398721365,6.039999895,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_254_sorted.BAM,NA,NA,NA,-13.54399219,-3.850859947,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_255_sorted.BAM,NA,NA,NA,-8.33637729,5.121414118,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_256_sorted.BAM,NA,NA,NA,-1.456474928,-10.26989133,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_257_sorted.BAM,NA,NA,NA,-7.380627779,-9.288439817,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_258_sorted.BAM,NA,NA,NA,-9.56943622,4.522818976,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_259_sorted.BAM,NA,NA,NA,-10.37340274,-4.056304044,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_262_sorted.BAM,NA,NA,NA,-8.92437282,-6.442556925,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_263_sorted.BAM,NA,NA,NA,-7.418356088,2.192052298,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_264_sorted.BAM,NA,NA,NA,-13.53655448,-3.384828574,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_265_sorted.BAM,NA,NA,NA,-14.61544719,-2.02358929,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_267_sorted.BAM,NA,NA,NA,-6.939460901,3.962192946,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_269_sorted.BAM,NA,NA,NA,-14.2450315,-3.314153499,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_270_sorted.BAM,NA,NA,NA,-8.750386385,2.085212164,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_271_sorted.BAM,NA,NA,NA,-8.331891206,-2.807217545,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_273_sorted.BAM,NA,NA,NA,-3.527776865,10.8125562,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_274_sorted.BAM,NA,NA,NA,-4.380252031,2.594674044,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_275_sorted.BAM,NA,NA,NA,-12.74360862,-2.772312678,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_276_sorted.BAM,NA,NA,NA,-10.82408347,1.783913069,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_277_sorted.BAM,NA,NA,NA,-9.441387323,-5.731952019,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_278_sorted.BAM,NA,NA,NA,0.32580361,-8.408486433,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_279_sorted.BAM,NA,NA,NA,-15.17811504,-0.354476042,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_280_sorted.BAM,NA,NA,NA,-11.66401592,9.456147127,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_281_sorted.BAM,NA,NA,NA,-4.850546506,6.795579844,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_282_sorted.BAM,NA,NA,NA,0.010504934,-9.357803888,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_283_sorted.BAM,NA,NA,NA,-9.006431726,-6.977559156,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_285_sorted.BAM,NA,NA,NA,-8.287547258,-1.925984628,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_286_sorted.BAM,NA,NA,NA,-8.484875825,-8.652733869,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_287_sorted.BAM,NA,NA,NA,-9.22268596,5.378521853,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_288_sorted.BAM,NA,NA,NA,-8.309956697,5.209831648,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_290_sorted.BAM,NA,NA,NA,-13.0460321,-3.372812576,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_291_sorted.BAM,NA,NA,NA,-9.234573511,2.519192629,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_292_sorted.BAM,NA,NA,NA,-10.01251903,6.568105631,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_293_sorted.BAM,NA,NA,NA,1.268400513,-10.99035842,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_294_sorted.BAM,NA,NA,NA,-8.992298273,-6.406875438,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_295_sorted.BAM,NA,NA,NA,-13.25023189,4.069398813,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_298_sorted.BAM,NA,NA,NA,-10.02364269,7.313330584,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_299_sorted.BAM,NA,NA,NA,-0.642330674,-6.885650224,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_300_sorted.BAM,NA,NA,NA,-8.017848161,6.089998179,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_301_sorted.BAM,NA,NA,NA,-6.394933847,4.990385943,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_302_sorted.BAM,NA,NA,NA,-7.271402505,-1.660753197,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_303_sorted.BAM,NA,NA,NA,-12.20499149,-2.595524601,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_305_sorted.BAM,NA,NA,NA,-10.64346805,1.656908922,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_306_sorted.BAM,NA,NA,NA,-7.837963251,-5.305984564,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_307_sorted.BAM,NA,NA,NA,-14.5219709,10.93867391,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_308_sorted.BAM,NA,NA,NA,-5.716759351,8.930237704,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_309_sorted.BAM,NA,NA,NA,-12.61492935,3.342380934,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_310_sorted.BAM,NA,NA,NA,-5.420748857,-0.610657639,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_311_sorted.BAM,NA,NA,NA,-14.50227466,-2.612979762,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_312_sorted.BAM,NA,NA,NA,-9.614339021,-3.210528917,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_313_sorted.BAM,NA,NA,NA,-7.502602724,-1.816224046,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_315_sorted.BAM,NA,NA,NA,-7.878091005,-6.401832647,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_316_sorted.BAM,NA,NA,NA,-4.845471529,3.085426741,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_317_sorted.BAM,NA,NA,NA,-2.516222147,8.834473543,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_318_sorted.BAM,NA,NA,NA,-12.95642963,9.274212771,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_321_sorted.BAM,NA,NA,NA,-10.47083774,9.673234873,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_322_sorted.BAM,NA,NA,NA,-7.545361665,-9.558101244,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_323_sorted.BAM,NA,NA,NA,-12.56464782,0.085663729,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_326_sorted.BAM,NA,NA,NA,-12.33116927,5.367431574,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_327_sorted.BAM,NA,NA,NA,-0.859586385,-12.5295468,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_328_sorted.BAM,NA,NA,NA,-0.733987478,-11.1774245,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_329_sorted.BAM,NA,NA,NA,-10.53823486,0.191911631,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_330_sorted.BAM,NA,NA,NA,-7.796461252,0.747139149,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_331_sorted.BAM,NA,NA,NA,-8.885817674,-7.975057668,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_333_sorted.BAM,NA,NA,NA,-7.575519708,-5.845087833,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_334_sorted.BAM,NA,NA,NA,-11.75229946,5.116473608,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_335_sorted.BAM,NA,NA,NA,-6.263751176,-9.909310407,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_337_sorted.BAM,NA,NA,NA,-5.681248335,7.12567132,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_338_sorted.BAM,NA,NA,NA,-10.5525209,-7.10091979,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_339_sorted.BAM,NA,NA,NA,-11.07401672,3.637995177,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_340_sorted.BAM,NA,NA,NA,-1.775282768,-10.93748958,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_341_sorted.BAM,NA,NA,NA,-15.23427501,11.60565846,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_342_sorted.BAM,NA,NA,NA,-7.302462724,8.126365595,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_343_sorted.BAM,NA,NA,NA,-7.434496072,-7.115051813,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_344_sorted.BAM,NA,NA,NA,-5.936144022,12.35245889,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_345_sorted.BAM,NA,NA,NA,-0.817020563,6.518239908,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_346_sorted.BAM,NA,NA,NA,2.129383894,-12.9975291,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_347_sorted.BAM,NA,NA,NA,-9.666554597,6.779711657,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_348_sorted.BAM,NA,NA,NA,-5.291589883,-8.193445749,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_349_sorted.BAM,NA,NA,NA,1.995684,-10.75888545,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_350_sorted.BAM,NA,NA,NA,-11.12686553,4.898678713,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_352_sorted.BAM,NA,NA,NA,-5.31361833,10.70177262,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_6_354_sorted.BAM,NA,NA,NA,-6.62182298,-4.280160613,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_355_sorted.BAM,NA,NA,NA,-13.59056964,0.047264986,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_6_356_sorted.BAM,NA,NA,NA,-6.511480478,-10.30249173,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_357_sorted.BAM,NA,NA,NA,-6.05441871,-10.3844505,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_358_sorted.BAM,NA,NA,NA,-11.98718181,-4.269300289,NA,NA,sporozoite,sporozoite (hemolymph),NA,NA,mosquito
X33946_6_359_sorted.BAM,NA,NA,NA,-12.62767997,-1.342002339,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
